genres,imdb_id,title,vote_average
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",tt0097557,"I, Madman",5.4
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",tt0034928,Jungle Book,6.6
"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt0089730,Once Bitten,5.3
"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",tt0331468,Cold Creek Manor,4.9
"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",tt0320691,Underworld,6.6
"[{'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",tt0286594,Close Your Eyes,5.6
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",tt0327850,The Rundown,6.4
[],tt0204933,Camera Obscura,3.0
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",tt0055031,Judgment at Nuremberg,7.6
"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",tt0071688,Jacob the Liar,7.3
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}, {'id': 10402, 'name': 'Music'}]",tt0047472,Seven Brides for Seven Brothers,7.1
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",tt0103786,Beethoven,5.6
"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",tt0106375,Beethoven's 2nd,5.0
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",tt0090735,Black Moon Rising,5.9
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10751, 'name': 'Family'}]",tt0074256,Bugsy Malone,6.5
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",tt0104006,Consenting Adults,5.6
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",tt0087909,Phenomena,6.7
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",tt0251433,Time and Tide,5.9
"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",tt0088272,Tightrope,6.1
"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",tt0102945,Sleeping with the Enemy,6.1
"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",tt0106350,The Ballad of Little Jo,5.9
"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",tt0066344,Scrooge,6.5
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0104321,Gas Food Lodging,5.8
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",tt0061809,In Cold Blood,7.4
"[{'id': 18, 'name': 'Drama'}]",tt0056291,Knife in the Water,7.1
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",tt0033532,The Devil and Daniel Webster,7.7
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",tt0335563,Wonderland,6.2
"[{'id': 99, 'name': 'Documentary'}, {'id': 10769, 'name': 'Foreign'}]",tt0340468,Bus 174,7.7
"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt0138524,Intolerable Cruelty,5.8
"[{'id': 27, 'name': 'Horror'}]",tt0324216,The Texas Chainsaw Massacre,6.1
"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",tt0199626,In the Cut,4.7
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",tt0064505,The Italian Job,7.1
"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",tt0087464,Impulse,4.3
"[{'id': 18, 'name': 'Drama'}]",tt0338290,Normal,7.2
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",tt0308383,The Human Stain,6.1
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",tt0242653,The Matrix Revolutions,6.4
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",tt0066730,10 Rillington Place,6.9
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",tt0308379,Dark Water,6.7
"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]",tt0116015,Dangan Runner,7.0
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",tt0023042,I Am a Fugitive from a Chain Gang,7.4
"[{'id': 99, 'name': 'Documentary'}]",tt0189553,The Girl Next Door,5.1
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",tt0045659,The Cruel Sea,7.5
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",tt0221111,Dead or Alive,6.4
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",tt0054642,"Atlantis, the Lost Continent",5.6
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt0053779,La Dolce Vita,7.9
"[{'id': 12, 'name': 'Adventure'}, {'id': 10749, 'name': 'Romance'}]",tt0026174,Captain Blood,7.3
"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",tt0053619,L'Avventura,7.6
"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",tt0046478,Ugetsu,8.1
"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",tt0024368,Mystery of the Wax Museum,6.3
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",tt0069050,The Other,6.0
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0032617,I Love You Again,6.8
"[{'id': 18, 'name': 'Drama'}]",tt0049949,While the City Sleeps,7.0
"[{'id': 35, 'name': 'Comedy'}]",tt0067350,Little Murders,6.8
"[{'id': 18, 'name': 'Drama'}]",tt0055601,Viridiana,7.6
"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]",tt0079833,Lupin the Third: The Castle of Cagliostro,7.5
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",tt0041163,Battleground,6.4
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt0107843,Point of No Return,6.0
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",tt0061075,Ten Little Indians,6.5
"[{'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",tt0023238,The Most Dangerous Game,7.2
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",tt0054152,Our Man in Havana,6.9
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt0033874,The Man Who Came to Dinner,6.0
"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",tt0046816,The Caine Mutiny,7.2
"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",tt0298148,Shrek 2,6.7
"[{'id': 18, 'name': 'Drama'}]",tt0324197,Time of the Wolf,6.4
"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",tt0356634,Garfield,5.2
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",tt0327162,The Stepford Wives,5.4
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",tt0106877,Father Hood,5.5
"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",tt0034746,For Me and My Gal,6.2
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt0055100,Lover Come Back,6.5
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",tt0110857,Police Academy: Mission to Moscow,4.1
"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",tt0070291,The Last of Sheila,7.1
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt0099166,Book of Love,5.4
"[{'id': 18, 'name': 'Drama'}]",tt0020827,The Divorcee,5.6
"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",tt0092752,The Chipmunk Adventure,5.8
"[{'id': 18, 'name': 'Drama'}]",tt0065889,Investigation of a Citizen Above Suspicion,7.9
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt0098528,True Love,4.8
"[{'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",tt0038116,State Fair,6.2
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0037135,None But the Lonely Heart,5.7
"[{'id': 12, 'name': 'Adventure'}, {'id': 36, 'name': 'History'}, {'id': 37, 'name': 'Western'}, {'id': 18, 'name': 'Drama'}]",tt0032851,Northwest Passage,6.3
"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",tt0044008,Scrooge,7.5
"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}]",tt0100133,Memphis Belle,6.4
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",tt0204137,Animal Factory,6.6
"[{'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",tt0044030,Show Boat,6.9
"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10769, 'name': 'Foreign'}]",tt0289944,Fear X,5.9
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt0008133,The Immigrant,7.5
"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0038733,A Matter of Life and Death,8.0
"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",tt0377752,Dear Frankie,7.1
"[{'id': 35, 'name': 'Comedy'}]",tt0381707,White Chicks,6.3
"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",tt0352277,De-Lovely,6.3
"[{'id': 35, 'name': 'Comedy'}]",tt0028772,A Day at the Races,7.5
"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",tt0339840,Undead,5.5
"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",tt0099851,Into the Woods,7.9
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt0093693,Overboard,6.7
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt0111205,Sister My Sister,6.0
"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",tt0167059,The Book of Life,6.9
"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",tt0343818,"I, Robot",6.7
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",tt0390221,Maria Full of Grace,6.9
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",tt0055992,Follow That Dream,6.0
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt0158030,The Girl of Your Dreams,7.1
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 37, 'name': 'Western'}]",tt0089945,Rustlers' Rhapsody,4.9
"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",tt0040491,Joan of Arc,6.4
"[{'id': 10752, 'name': 'War'}, {'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt0074916,Mr. Klein,7.3
"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",tt0068897,The Magnificent Seven Ride!,5.5
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",tt0047216,The Miracle of Marcelino,6.0
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt0045323,What Price Glory,6.3
"[{'id': 18, 'name': 'Drama'}]",tt0076111,The Greatest,7.2
"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",tt0038776,Night and Day,4.8
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 37, 'name': 'Western'}]",tt0035369,The Spoilers,5.8
"[{'id': 12, 'name': 'Adventure'}, {'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",tt0293191,Warriors,3.7
"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",tt0062153,The President's Analyst,5.3
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0088315,Swann in Love,6.0
"[{'id': 18, 'name': 'Drama'}]",tt0092637,The Belly of an Architect,6.6
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0055572,A Woman Is a Woman,7.5
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt0057171,"Yesterday, Today and Tomorrow",7.5
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt0083611,La balance,5.9
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",tt0041859,The Set-Up,6.8
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",tt0035432,This Gun for Hire,7.1
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt0059749,The Spy Who Came in from the Cold,7.0
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",tt0038494,Dressed to Kill,6.8
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",tt0310778,Bon voyage,5.7
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",tt0368008,The Manchurian Candidate,6.2
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0333766,Garden State,7.1
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0030643,Port of Shadows,7.4
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",tt0250638,PTU,6.7
"[{'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}]",tt0064921,Salesman,7.8
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",tt0345061,Code 46,6.2
"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 10769, 'name': 'Foreign'}, {'id': 35, 'name': 'Comedy'}]",tt0093505,Masques,5.9
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0241025,Vanity Fair,5.5
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt0338325,Paparazzi,5.8
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0063803,Who's That Knocking at My Door,5.9
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0362129,Seeing Other People,5.6
"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",tt0105108,Past Midnight,6.3
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",tt0337921,Cellular,6.1
"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",tt0318627,Resident Evil: Apocalypse,6.1
"[{'id': 18, 'name': 'Drama'}]",tt0348529,Anatomy of Hell,5.2
"[{'id': 18, 'name': 'Drama'}]",tt0089560,Mask,7.0
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",tt0089543,The Man with One Red Shoe,5.4
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",tt0044386,Robinson Crusoe,6.4
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt0066550,Watermelon Man,6.8
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",tt0103594,1492: Conquest of Paradise,6.1
"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0361696,Raise Your Voice,6.0
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt0390384,Primer,6.9
"[{'id': 14, 'name': 'Fantasy'}]",tt0078975,Circle of Iron,5.9
"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",tt0103783,Bébé's Kids,6.4
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",tt0355954,Riding the Bullet,5.0
"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",tt0329030,The Dust Factory,4.5
"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",tt0391198,The Grudge,5.8
"[{'id': 35, 'name': 'Comedy'}]",tt0375173,Alfie,5.5
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0375063,Sideways,6.9
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt0360130,Undertow,5.9
"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",tt0337876,Birth,5.9
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",tt0317705,The Incredibles,7.4
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",tt0273689,It's All About Love,5.9
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",tt0360845,Our Music,6.2
"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",tt0327919,I Am David,6.9
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",tt0359013,Blade: Trinity,5.7
"[{'id': 35, 'name': 'Comedy'}]",tt0059166,The Family Jewels,6.2
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10752, 'name': 'War'}]",tt0054453,The Wackiest Ship in the Army,5.1
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",tt0106912,Fire in the Sky,6.5
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt0364517,Love Me If You Dare,7.4
"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",tt0040705,Portrait of Jennie,6.9
"[{'id': 18, 'name': 'Drama'}]",tt0088074,Secret Honor,6.8
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",tt0037280,Since You Went Away,4.1
"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",tt0011237,The Golem: How He Came Into the World,7.0
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0012675,The Sheik,6.3
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",tt0018737,Pandora's Box,7.6
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",tt0019130,The Man Who Laughs,7.4
"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",tt0020530,Un chien andalou,7.5
"[{'id': 18, 'name': 'Drama'}]",tt0021730,The Champ,6.8
"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}]",tt0022158,Monkey Business,7.1
"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",tt0022827,Doctor X,5.8
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",tt0023293,The Old Dark House,6.7
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt0023427,Scarface,7.5
"[{'id': 35, 'name': 'Comedy'}]",tt0024548,She Done Him Wrong,5.2
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0024865,The Barretts of Wimpole Street,4.7
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",tt0025748,The Scarlet Pimpernel,7.1
"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]",tt0027194,Werewolf of London,6.4
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",tt0027652,Fury,7.5
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0028505,Wife vs. Secretary,6.5
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",tt0030044,The Dawn Patrol,6.3
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0031491,Intermezzo: A Love Story,8.3
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",tt0032285,Brother Orchid,6.7
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0032701,The Letter,7.4
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0035238,Random Harvest,6.7
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",tt0035959,A Guy Named Joe,6.0
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0036506,Day of Wrath,8.3
"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",tt0036723,Cover Girl,6.4
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",tt0037075,Ministry of Fear,6.5
"[{'id': 53, 'name': 'Thriller'}]",tt0038455,The Dark Mirror,6.3
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0038461,Deception,5.9
"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",tt0039677,Odd Man Out,7.3
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",tt0040308,Easter Parade,6.7
